Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-04-12 00:02:00,60.3,45.0,29.98,WSW,258,0.4,2.5,57,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:02:00,

2015-04-12 00:07:00,59.9,44.6,29.98,ENE,64,0.0,0.0,57,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:07:00,

2015-04-12 00:12:00,59.7,44.4,29.98,North,1,0.0,0.0,57,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:12:00,

2015-04-12 00:17:00,59.5,44.8,29.98,WSW,244,0.0,0.0,58,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:17:00,

2015-04-12 00:22:00,59.5,45.3,29.99,NNE,20,0.0,0.0,59,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:22:00,

2015-04-12 00:27:00,59.4,45.5,29.99,ESE,102,0.0,0.0,60,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:27:00,

2015-04-12 00:33:00,59.4,45.9,29.99,ESE,114,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:33:00,

2015-04-12 00:38:00,59.2,46.6,29.99,ESE,119,0.0,0.0,63,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:38:00,

2015-04-12 00:43:00,58.8,47.1,29.99,East,91,0.0,0.0,65,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:43:00,

2015-04-12 00:48:00,58.5,47.7,29.99,ESE,111,0.0,0.0,67,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:48:00,

2015-04-12 00:53:00,57.9,47.5,29.99,ENE,63,0.0,0.0,68,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:53:00,

2015-04-12 00:58:00,57.6,47.5,29.99,NE,48,0.0,0.0,69,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 07:58:00,

2015-04-12 01:04:00,57.0,46.9,29.99,ENE,60,0.0,0.0,69,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:04:00,

2015-04-12 01:09:00,56.7,46.6,30.00,WSW,241,0.4,2.5,69,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:09:00,

2015-04-12 01:14:00,56.5,46.4,29.99,WSW,249,0.2,2.5,69,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:14:00,

2015-04-12 01:19:00,56.5,46.0,29.99,West,266,0.2,2.5,68,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:19:00,

2015-04-12 01:24:00,56.5,45.7,29.99,ENE,67,0.0,0.0,67,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:24:00,

2015-04-12 01:30:00,56.5,45.3,29.99,NNW,341,0.4,2.5,66,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:30:00,

2015-04-12 01:36:00,56.3,45.1,29.99,SW,229,0.0,0.0,66,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:36:00,

2015-04-12 01:41:00,56.3,44.8,29.99,WSW,248,0.2,2.5,65,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:41:00,

2015-04-12 01:46:00,56.3,44.8,29.99,NW,314,0.0,0.0,65,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:46:00,

2015-04-12 01:51:00,56.3,44.2,29.99,ENE,60,0.0,0.0,64,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:51:00,

2015-04-12 01:57:00,56.3,44.2,30.00,ENE,64,0.0,0.0,64,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 08:57:00,

2015-04-12 02:02:00,56.3,44.2,30.00,NE,48,0.0,0.0,64,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 09:02:00,

2015-04-12 02:07:00,56.3,44.2,30.00,NNE,20,0.0,0.0,64,0.00,,,0.00,0.00,Weather logger V1.0,2015-04-12 09:07:00,

