Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-11-16 00:00:00,47.5,39.9,30.05,NNW,342,0.2,2.5,75,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:00:00,

2015-11-16 00:05:00,47.3,39.4,30.05,North,355,0.0,0.0,74,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:05:00,

2015-11-16 00:10:00,47.5,39.6,30.06,North,0,0.9,2.5,74,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:10:00,

2015-11-16 00:15:00,47.5,39.6,30.06,WNW,295,1.8,2.5,74,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:15:00,

2015-11-16 00:20:00,47.7,39.4,30.06,NNW,329,3.4,4.9,73,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:20:00,

2015-11-16 00:26:00,47.7,39.4,30.06,NNW,339,3.4,4.9,73,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:26:00,

2015-11-16 00:31:00,47.7,39.4,30.05,WNW,288,3.4,4.9,73,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:31:00,

2015-11-16 00:36:00,47.8,39.2,30.06,WNW,289,4.2,7.4,72,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:36:00,

2015-11-16 00:41:00,47.8,39.6,30.06,NNW,327,2.9,4.9,73,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:41:00,

2015-11-16 00:46:00,47.8,39.6,30.06,North,357,2.0,2.5,73,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:46:00,

2015-11-16 00:51:00,47.8,39.9,30.07,WNW,293,5.1,7.4,74,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:51:00,

2015-11-16 00:56:00,47.8,39.9,30.07,WNW,289,5.6,7.4,74,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-16 08:56:00,

