Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-05-20 00:02:00,65.3,50.2,29.98,NNW,336,1.3,2.5,58,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:02:00,

2015-05-20 00:07:00,64.9,48.9,29.98,NNE,16,1.1,2.5,56,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:07:00,

2015-05-20 00:12:00,64.6,48.6,29.97,NNW,339,4.5,4.9,56,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:12:00,

2015-05-20 00:18:00,64.4,48.4,29.98,NNW,331,1.8,2.5,56,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:18:00,

2015-05-20 00:23:00,64.2,47.8,29.98,North,357,1.8,2.5,55,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:23:00,

2015-05-20 00:28:00,64.0,47.1,29.98,North,7,4.0,4.9,54,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:28:00,

2015-05-20 00:34:00,63.9,46.9,29.98,NNW,343,4.5,7.4,54,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:34:00,

2015-05-20 00:39:00,63.7,46.8,29.97,North,357,0.0,0.0,54,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:39:00,

2015-05-20 00:44:00,63.5,46.6,29.97,NNW,328,1.3,2.5,54,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:44:00,

2015-05-20 00:50:00,63.3,46.4,29.98,NW,324,4.5,7.4,54,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:50:00,

2015-05-20 00:55:00,63.1,46.8,29.98,NNW,347,2.7,4.9,55,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 07:55:00,

2015-05-20 01:00:00,63.0,47.5,29.98,North,357,2.7,4.9,57,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:00:00,

2015-05-20 01:05:00,62.8,48.2,29.98,NNW,346,4.0,4.9,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:05:00,

2015-05-20 01:10:00,62.6,48.2,29.98,NNE,12,1.3,2.5,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:10:00,

2015-05-20 01:15:00,62.4,48.0,29.98,NNW,347,2.9,4.9,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:15:00,

2015-05-20 01:20:00,62.2,47.8,29.97,NNW,347,2.7,4.9,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:20:00,

2015-05-20 01:25:00,62.1,47.7,29.98,NW,326,5.6,7.4,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:25:00,

2015-05-20 01:30:00,62.1,47.7,29.97,NNW,335,2.5,2.5,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:30:00,

2015-05-20 01:35:00,61.9,46.9,29.97,North,352,4.2,4.9,58,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:35:00,

2015-05-20 01:41:00,61.9,46.9,29.97,NNW,342,2.9,4.9,58,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:41:00,

2015-05-20 01:46:00,61.9,46.9,29.97,North,353,2.7,4.9,58,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:46:00,

2015-05-20 01:51:00,61.7,47.3,29.97,NNE,12,1.1,2.5,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:51:00,

2015-05-20 01:56:00,61.7,47.3,29.97,WNW,290,1.1,2.5,59,0.00,,,0.00,0.00,Weather logger V3.0.,2015-05-20 08:56:00,

