Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2015-01-01 14:23:00,52.0,28.0,30.16,SW,226,4.0,6.0,40,0.0,,,0.0,,2015-01-01 22:23:00
2015-01-01 14:53:00,52.0,31.0,30.16,SW,216,3.0,7.0,44,0.0,,,0.0,,2015-01-01 22:53:00
2015-01-01 15:22:00,53.0,31.0,30.17,SSW,192,2.0,7.0,43,0.0,,,0.0,,2015-01-01 23:22:00
2015-01-01 15:52:00,53.0,31.0,30.18,SW,214,1.0,4.0,42,0.0,,,0.0,,2015-01-01 23:52:00
2015-01-01 16:21:00,53.0,31.0,30.18,SW,231,2.0,4.0,43,0.0,,,0.0,,2015-01-02 00:21:00
2015-01-01 17:21:00,48.0,33.0,30.19,SW,223,3.0,4.0,56,0.0,,,0.0,,2015-01-02 01:21:00
2015-01-01 17:52:00,47.0,33.0,30.21,SW,214,2.0,4.0,57,0.0,,,0.0,,2015-01-02 01:52:00
2015-01-01 18:21:00,42.0,33.0,30.21,North,0,0.0,2.0,71,0.0,,,0.0,,2015-01-02 02:21:00
2015-01-01 18:52:00,41.0,33.0,30.22,East,95,4.0,5.0,73,0.0,,,0.0,,2015-01-02 02:52:00
2015-01-01 19:12:00,40.0,32.0,30.22,ENE,73,4.0,7.0,74,0.0,,,0.0,,2015-01-02 03:12:00
2015-01-01 19:21:00,40.0,33.0,30.22,ENE,63,6.0,8.0,75,0.0,,,0.0,,2015-01-02 03:21:00
2015-01-01 19:53:00,39.0,32.0,30.22,ENE,63,5.0,7.0,75,0.0,,,0.0,,2015-01-02 03:53:00
2015-01-01 20:23:00,38.0,31.0,30.22,ENE,61,5.0,7.0,75,0.0,,,0.0,,2015-01-02 04:23:00
2015-01-01 20:53:00,37.0,30.0,30.22,ENE,65,7.0,8.0,75,0.0,,,0.0,,2015-01-02 04:53:00
2015-01-01 21:22:00,38.0,29.0,30.22,ENE,68,4.0,8.0,70,0.0,,,0.0,,2015-01-02 05:22:00
2015-01-01 21:53:00,38.0,28.0,30.22,ENE,69,7.0,10.0,66,0.0,,,0.0,,2015-01-02 05:53:00
2015-01-01 22:22:00,37.0,27.0,30.22,ENE,64,2.0,5.0,66,0.0,,,0.0,,2015-01-02 06:22:00
2015-01-01 22:52:00,34.0,28.0,30.22,NE,42,3.0,6.0,77,0.0,,,0.0,,2015-01-02 06:52:00
2015-01-01 23:22:00,36.0,27.0,30.21,ENE,66,1.0,4.0,70,0.0,,,0.0,,2015-01-02 07:22:00
2015-01-01 23:52:00,38.0,27.0,30.22,East,90,5.0,7.0,63,0.0,,,0.0,,2015-01-02 07:52:00
2015-01-02 00:22:00,34.0,28.0,30.22,East,82,2.0,4.0,77,0.0,,,0.0,,2015-01-02 08:22:00
2015-01-02 00:52:00,34.0,27.0,30.22,ENE,77,1.0,3.0,75,0.0,,,0.0,,2015-01-02 08:52:00
2015-01-02 01:11:00,36.0,27.0,30.22,ESE,114,1.0,5.0,69,0.0,,,0.0,,2015-01-02 09:11:00
2015-01-02 01:23:00,35.0,27.0,30.22,ESE,115,2.0,4.0,71,0.0,,,0.0,,2015-01-02 09:23:00
2015-01-02 01:53:00,35.0,26.0,30.23,SE,138,4.0,5.0,70,0.0,,,0.0,,2015-01-02 09:53:00
2015-01-02 02:23:00,34.0,27.0,30.24,SE,139,3.0,5.0,75,0.0,,,0.0,,2015-01-02 10:23:00
2015-01-02 02:53:00,33.0,26.0,30.24,ESE,110,1.0,3.0,76,0.0,,,0.0,,2015-01-02 10:53:00
2015-01-02 03:22:00,33.0,27.0,30.23,East,97,2.0,5.0,79,0.0,,,0.0,,2015-01-02 11:22:00
2015-01-02 03:52:00,33.0,27.0,30.22,ESE,108,1.0,3.0,79,0.0,,,0.0,,2015-01-02 11:52:00
2015-01-02 04:22:00,32.0,27.0,30.22,ESE,110,2.0,3.0,80,0.0,,,0.0,,2015-01-02 12:22:00
2015-01-02 04:53:00,31.0,25.0,30.22,East,89,1.0,3.0,79,0.0,,,0.0,,2015-01-02 12:53:00
2015-01-02 05:22:00,30.0,24.0,30.22,North,0,0.0,2.0,79,0.0,,,0.0,,2015-01-02 13:22:00
2015-01-02 05:52:00,31.0,25.0,30.22,North,0,0.0,0.0,79,0.0,,,0.0,,2015-01-02 13:52:00
2015-01-02 06:21:00,30.0,25.0,30.23,East,90,2.0,3.0,81,0.0,,,0.0,,2015-01-02 14:21:00
2015-01-02 06:52:00,32.0,25.0,30.23,ENE,75,3.0,4.0,75,0.0,,,0.0,,2015-01-02 14:52:00
2015-01-02 07:22:00,32.0,25.0,30.23,ENE,75,4.0,7.0,74,0.0,,,0.0,,2015-01-02 15:22:00
2015-01-02 07:53:00,33.0,25.0,30.23,East,89,5.0,7.0,72,0.0,,,0.0,,2015-01-02 15:53:00
2015-01-02 08:24:00,36.0,26.0,30.24,ESE,118,1.0,5.0,66,0.0,,,0.0,,2015-01-02 16:24:00
2015-01-02 08:53:00,41.0,27.0,30.24,North,0,0.0,3.0,57,0.0,,,0.0,,2015-01-02 16:53:00
2015-01-02 09:22:00,37.0,29.0,30.24,North,0,0.0,3.0,73,0.0,,,0.0,,2015-01-02 17:22:00
2015-01-02 09:52:00,40.0,30.0,30.24,SW,224,2.0,3.0,67,0.0,,,0.0,,2015-01-02 17:52:00
2015-01-02 10:22:00,42.0,31.0,30.24,SW,236,2.0,4.0,66,0.0,,,0.0,,2015-01-02 18:22:00
2015-01-02 10:54:00,45.0,32.0,30.24,WSW,242,1.0,4.0,59,0.0,,,0.0,,2015-01-02 18:54:00
2015-01-02 11:22:00,46.0,30.0,30.23,West,275,1.0,4.0,54,0.0,,,0.0,,2015-01-02 19:22:00
2015-01-02 11:52:00,48.0,29.0,30.21,North,0,0.0,3.0,48,0.0,,,0.0,,2015-01-02 19:52:00
2015-01-02 12:12:00,49.0,32.0,30.21,SW,235,3.0,5.0,52,0.0,,,0.0,,2015-01-02 20:12:00
2015-01-02 12:22:00,50.0,30.0,30.2,South,189,3.0,6.0,46,0.0,,,0.0,,2015-01-02 20:22:00
2015-01-02 12:42:00,50.0,31.0,30.19,SSW,213,2.0,6.0,47,0.0,,,0.0,,2015-01-02 20:42:00
2015-01-02 12:52:00,50.0,31.0,30.19,SSW,213,2.0,6.0,47,0.0,,,0.0,,2015-01-02 20:52:00
2015-01-02 13:22:00,51.0,30.0,30.18,SW,216,5.0,7.0,45,0.0,,,0.0,,2015-01-02 21:22:00
2015-01-02 13:54:00,53.0,32.0,30.17,North,0,0.0,2.0,44,0.0,,,0.0,,2015-01-02 21:54:00
2015-01-02 14:23:00,53.0,32.0,30.17,SSW,206,4.0,7.0,45,0.0,,,0.0,,2015-01-02 22:23:00
2015-01-02 14:52:00,53.0,32.0,30.17,SSW,210,2.0,7.0,45,0.0,,,0.0,,2015-01-02 22:52:00
2015-01-02 15:22:00,54.0,33.0,30.16,South,191,2.0,5.0,45,0.0,,,0.0,,2015-01-02 23:22:00
2015-01-02 15:53:00,54.0,33.0,30.16,SW,216,1.0,5.0,44,0.0,,,0.0,,2015-01-02 23:53:00
2015-01-02 16:22:00,53.0,32.0,30.16,SSW,207,2.0,4.0,45,0.0,,,0.0,,2015-01-03 00:22:00
2015-01-02 16:52:00,52.0,33.0,30.16,SSW,207,2.0,3.0,49,0.0,,,0.0,,2015-01-03 00:52:00
2015-01-02 17:12:00,50.0,33.0,30.16,SSW,208,3.0,4.0,52,0.0,,,0.0,,2015-01-03 01:12:00
2015-01-02 17:21:00,49.0,33.0,30.17,WSW,238,2.0,4.0,54,0.0,,,0.0,,2015-01-03 01:21:00
2015-01-02 17:52:00,45.0,33.0,30.18,North,0,0.0,1.0,63,0.0,,,0.0,,2015-01-03 01:52:00
2015-01-02 18:52:00,42.0,34.0,30.19,ESE,109,3.0,4.0,73,0.0,,,0.0,,2015-01-03 02:52:00
2015-01-02 19:22:00,41.0,33.0,30.21,East,96,3.0,5.0,73,0.0,,,0.0,,2015-01-03 03:22:00
2015-01-02 19:53:00,40.0,33.0,30.22,ENE,70,4.0,7.0,76,0.0,,,0.0,,2015-01-03 03:53:00
2015-01-02 20:24:00,40.0,32.0,30.23,East,79,6.0,8.0,74,0.0,,,0.0,,2015-01-03 04:24:00
2015-01-02 20:53:00,39.0,31.0,30.23,East,82,6.0,7.0,73,0.0,,,0.0,,2015-01-03 04:53:00
2015-01-02 21:22:00,39.0,31.0,30.24,ENE,77,6.0,7.0,73,0.0,,,0.0,,2015-01-03 05:22:00
2015-01-02 21:52:00,39.0,31.0,30.24,ENE,73,7.0,8.0,73,0.0,,,0.0,,2015-01-03 05:52:00
2015-01-02 22:21:00,38.0,30.0,30.24,ENE,75,7.0,9.0,72,0.0,,,0.0,,2015-01-03 06:21:00
2015-01-02 22:52:00,37.0,29.0,30.24,East,81,6.0,7.0,74,0.0,,,0.0,,2015-01-03 06:52:00
2015-01-02 23:22:00,38.0,30.0,30.24,ENE,73,5.0,7.0,73,0.0,,,0.0,,2015-01-03 07:22:00
2015-01-02 23:52:00,38.0,30.0,30.24,ENE,69,6.0,8.0,72,0.0,,,0.0,,2015-01-03 07:52:00
2015-01-03 00:22:00,36.0,28.0,30.23,North,0,0.0,3.0,73,0.0,,,0.0,,2015-01-03 08:22:00
2015-01-03 00:52:00,36.0,29.0,30.23,ENE,71,4.0,7.0,74,0.0,,,0.0,,2015-01-03 08:52:00
2015-01-03 01:22:00,36.0,28.0,30.25,ENE,67,7.0,8.0,73,0.0,,,0.0,,2015-01-03 09:22:00
2015-01-03 01:53:00,36.0,28.0,30.27,North,0,0.0,5.0,73,0.0,,,0.0,,2015-01-03 09:53:00
2015-01-03 02:22:00,34.0,28.0,30.29,SSE,168,3.0,8.0,77,0.0,,,0.0,,2015-01-03 10:22:00
2015-01-03 02:53:00,34.0,28.0,30.28,ESE,105,3.0,6.0,77,0.0,,,0.0,,2015-01-03 10:53:00
2015-01-03 03:22:00,36.0,29.0,30.27,ESE,102,3.0,6.0,76,0.0,,,0.0,,2015-01-03 11:22:00
2015-01-03 03:53:00,36.0,29.0,30.25,East,79,4.0,6.0,74,0.0,,,0.0,,2015-01-03 11:53:00
2015-01-03 04:22:00,33.0,27.0,30.25,ENE,58,3.0,5.0,77,0.0,,,0.0,,2015-01-03 12:22:00
2015-01-03 04:52:00,33.0,27.0,30.26,NE,39,4.0,5.0,78,0.0,,,0.0,,2015-01-03 12:52:00
2015-01-03 05:21:00,35.0,27.0,30.27,ENE,77,3.0,5.0,72,0.0,,,0.0,,2015-01-03 13:21:00
2015-01-03 05:52:00,34.0,27.0,30.28,NE,49,3.0,5.0,74,0.0,,,0.0,,2015-01-03 13:52:00
2015-01-03 06:22:00,34.0,26.0,30.29,North,0,0.0,3.0,73,0.0,,,0.0,,2015-01-03 14:22:00
2015-01-03 06:53:00,32.0,27.0,30.31,SE,131,2.0,3.0,80,0.0,,,0.0,,2015-01-03 14:53:00
2015-01-03 07:22:00,33.0,26.0,30.31,North,0,0.0,4.0,75,0.0,,,0.0,,2015-01-03 15:22:00
2015-01-03 07:53:00,32.0,27.0,30.32,ENE,78,6.0,7.0,80,0.0,,,0.0,,2015-01-03 15:53:00
2015-01-03 08:23:00,36.0,30.0,30.32,North,0,0.0,2.0,79,0.0,,,0.0,,2015-01-03 16:23:00
2015-01-03 08:53:00,41.0,33.0,30.33,North,0,0.0,1.0,73,0.0,,,0.0,,2015-01-03 16:53:00
2015-01-03 09:23:00,45.0,31.0,30.33,North,0,0.0,2.0,58,0.0,,,0.0,,2015-01-03 17:23:00
2015-01-03 09:53:00,43.0,34.0,30.34,West,265,3.0,4.0,70,0.0,,,0.0,,2015-01-03 17:53:00
2015-01-03 10:22:00,45.0,34.0,30.34,SSW,213,1.0,3.0,64,0.0,,,0.0,,2015-01-03 18:22:00
2015-01-03 10:53:00,46.0,35.0,30.32,SW,222,4.0,6.0,64,0.0,,,0.0,,2015-01-03 18:53:00
2015-01-03 11:22:00,47.0,35.0,30.32,WSW,238,3.0,6.0,62,0.0,,,0.0,,2015-01-03 19:22:00
2015-01-03 11:52:00,48.0,34.0,30.3,SW,228,5.0,7.0,58,0.0,,,0.0,,2015-01-03 19:52:00
2015-01-03 12:22:00,49.0,34.0,30.29,WSW,248,2.0,6.0,56,0.0,,,0.0,,2015-01-03 20:22:00
2015-01-03 12:52:00,50.0,34.0,30.28,NW,316,4.0,7.0,54,0.0,,,0.0,,2015-01-03 20:52:00
2015-01-03 13:23:00,51.0,34.0,30.28,West,267,5.0,8.0,51,0.0,,,0.0,,2015-01-03 21:23:00
2015-01-03 13:54:00,53.0,34.0,30.28,NW,323,1.0,6.0,48,0.0,,,0.0,,2015-01-03 21:54:00
2015-01-03 14:23:00,53.0,33.0,30.28,SW,233,1.0,5.0,46,0.0,,,0.0,,2015-01-03 22:23:00
2015-01-03 14:53:00,54.0,34.0,30.29,SSE,161,2.0,6.0,46,0.0,,,0.0,,2015-01-03 22:53:00
2015-01-03 15:22:00,55.0,33.0,30.29,SSE,165,1.0,5.0,44,0.0,,,0.0,,2015-01-03 23:22:00
2015-01-03 15:53:00,55.0,33.0,30.3,SE,124,1.0,4.0,43,0.0,,,0.0,,2015-01-03 23:53:00
2015-01-03 16:22:00,54.0,34.0,30.32,West,269,3.0,5.0,46,0.0,,,0.0,,2015-01-04 00:22:00
2015-01-03 16:52:00,54.0,36.0,30.34,NW,307,2.0,5.0,50,0.0,,,0.0,,2015-01-04 00:52:00
2015-01-03 17:11:00,53.0,35.0,30.33,North,0,0.0,3.0,51,0.0,,,0.0,,2015-01-04 01:11:00
2015-01-03 17:22:00,51.0,36.0,30.34,WNW,302,1.0,2.0,57,0.0,,,0.0,,2015-01-04 01:22:00
2015-01-03 17:52:00,49.0,34.0,30.35,SSE,166,3.0,5.0,57,0.0,,,0.0,,2015-01-04 01:52:00
2015-01-03 18:02:00,49.0,34.0,30.35,SSE,166,3.0,5.0,57,0.0,,,0.0,,2015-01-04 02:02:00
2015-01-03 18:22:00,47.0,35.0,30.35,SSE,164,1.0,3.0,62,0.0,,,0.0,,2015-01-04 02:22:00
2015-01-03 19:22:00,41.0,34.0,30.38,ENE,64,7.0,8.0,76,0.0,,,0.0,,2015-01-04 03:22:00
2015-01-03 19:53:00,43.0,35.0,30.37,East,85,7.0,8.0,72,0.0,,,0.0,,2015-01-04 03:53:00
2015-01-03 20:03:00,-999.0,-99.9,30.37,East,82,6.0,8.0,74,0.0,,,0.0,,2015-01-04 04:03:00
2015-01-03 20:12:00,43.0,35.0,30.37,East,82,6.0,8.0,74,0.0,,,0.0,,2015-01-04 04:12:00
2015-01-03 20:23:00,41.0,34.0,30.37,ENE,77,5.0,7.0,76,0.0,,,0.0,,2015-01-04 04:23:00
2015-01-03 20:53:00,41.0,34.0,30.37,ENE,72,5.0,7.0,76,0.0,,,0.0,,2015-01-04 04:53:00
2015-01-03 21:13:00,41.0,33.0,30.37,East,83,5.0,7.0,74,0.0,,,0.0,,2015-01-04 05:13:00
2015-01-03 21:22:00,41.0,34.0,30.37,North,0,0.0,6.0,75,0.0,,,0.0,,2015-01-04 05:22:00
2015-01-03 21:53:00,37.0,31.0,30.37,North,0,0.0,3.0,79,0.0,,,0.0,,2015-01-04 05:53:00
2015-01-03 22:22:00,38.0,33.0,30.38,ENE,64,5.0,7.0,81,0.0,,,0.0,,2015-01-04 06:22:00
2015-01-03 22:52:00,39.0,32.0,30.37,ENE,69,5.0,7.0,77,0.0,,,0.0,,2015-01-04 06:52:00
2015-01-03 23:22:00,40.0,31.0,30.36,East,93,5.0,6.0,71,0.0,,,0.0,,2015-01-04 07:22:00
2015-01-03 23:52:00,38.0,31.0,30.36,ESE,108,2.0,6.0,76,0.0,,,0.0,,2015-01-04 07:52:00
2015-01-04 00:22:00,37.0,32.0,30.35,ESE,108,2.0,3.0,81,0.0,,,0.0,,2015-01-04 08:22:00
2015-01-04 00:53:00,38.0,31.0,30.35,North,0,0.0,3.0,76,0.0,,,0.0,,2015-01-04 08:53:00
2015-01-04 01:22:00,36.0,30.0,30.37,NE,48,3.0,4.0,79,0.0,,,0.0,,2015-01-04 09:22:00
2015-01-04 01:53:00,37.0,30.0,30.38,NE,39,2.0,3.0,77,0.0,,,0.0,,2015-01-04 09:53:00
2015-01-04 02:13:00,37.0,30.0,30.39,ENE,66,1.0,3.0,76,0.0,,,0.0,,2015-01-04 10:13:00
2015-01-04 02:22:00,34.0,29.0,30.4,SE,145,6.0,8.0,82,0.0,,,0.0,,2015-01-04 10:22:00
2015-01-04 02:53:00,36.0,30.0,30.39,ESE,116,2.0,4.0,79,0.0,,,0.0,,2015-01-04 10:53:00
2015-01-04 03:22:00,37.0,30.0,30.39,ESE,121,2.0,5.0,76,0.0,,,0.0,,2015-01-04 11:22:00
2015-01-04 03:53:00,36.0,29.0,30.39,East,94,3.0,5.0,77,0.0,,,0.0,,2015-01-04 11:53:00
2015-01-04 04:22:00,34.0,29.0,30.4,North,0,0.0,2.0,83,0.0,,,0.0,,2015-01-04 12:22:00
2015-01-04 04:52:00,33.0,29.0,30.41,North,0,0.0,0.0,84,0.0,,,0.0,,2015-01-04 12:52:00
2015-01-04 05:22:00,35.0,30.0,30.41,SSE,148,2.0,4.0,83,0.0,,,0.0,,2015-01-04 13:22:00
2015-01-04 05:52:00,33.0,28.0,30.42,SSE,159,1.0,2.0,82,0.0,,,0.0,,2015-01-04 13:52:00
2015-01-04 06:12:00,32.0,28.0,30.42,SE,125,1.0,3.0,84,0.0,,,0.0,,2015-01-04 14:12:00
2015-01-04 06:22:00,32.0,28.0,30.42,East,98,2.0,3.0,85,0.0,,,0.0,,2015-01-04 14:22:00
2015-01-04 06:52:00,33.0,29.0,30.43,ENE,66,2.0,7.0,85,0.0,,,0.0,,2015-01-04 14:52:00
2015-01-04 07:22:00,32.0,28.0,30.45,ENE,66,2.0,4.0,84,0.0,,,0.0,,2015-01-04 15:22:00
2015-01-04 07:53:00,35.0,29.0,30.46,SE,130,3.0,6.0,80,0.0,,,0.0,,2015-01-04 15:53:00
2015-01-04 08:23:00,37.0,30.0,30.47,SE,125,2.0,4.0,76,0.0,,,0.0,,2015-01-04 16:23:00
2015-01-04 08:53:00,41.0,33.0,30.47,ESE,118,1.0,3.0,72,0.0,,,0.0,,2015-01-04 16:53:00
2015-01-04 09:12:00,43.0,33.0,30.48,North,0,0.0,3.0,68,0.0,,,0.0,,2015-01-04 17:12:00
2015-01-04 09:22:00,44.0,33.0,30.48,SE,134,1.0,2.0,66,0.0,,,0.0,,2015-01-04 17:22:00
2015-01-04 09:52:00,47.0,35.0,30.49,West,278,1.0,3.0,63,0.0,,,0.0,,2015-01-04 17:52:00
2015-01-04 10:22:00,47.0,35.0,30.5,WNW,297,3.0,4.0,64,0.0,,,0.0,,2015-01-04 18:22:00
2015-01-04 10:53:00,49.0,37.0,30.5,West,271,2.0,5.0,64,0.0,,,0.0,,2015-01-04 18:53:00
2015-01-04 11:52:00,51.0,37.0,30.48,SW,221,2.0,6.0,58,0.0,,,0.0,,2015-01-04 19:52:00
2015-01-04 12:11:00,51.0,36.0,30.47,SW,215,4.0,6.0,57,0.0,,,0.0,,2015-01-04 20:11:00
2015-01-04 12:22:00,52.0,37.0,30.46,SW,222,1.0,7.0,57,0.0,,,0.0,,2015-01-04 20:22:00
2015-01-04 12:53:00,53.0,37.0,30.42,South,188,3.0,6.0,54,0.0,,,0.0,,2015-01-04 20:53:00
2015-01-04 13:22:00,54.0,35.0,30.41,SSW,210,4.0,6.0,49,0.0,,,0.0,,2015-01-04 21:22:00
2015-01-04 13:53:00,54.0,35.0,30.4,North,0,0.0,4.0,48,0.0,,,0.0,,2015-01-04 21:53:00
2015-01-04 14:22:00,56.0,36.0,30.38,North,0,0.0,5.0,47,0.0,,,0.0,,2015-01-04 22:22:00
2015-01-04 14:53:00,56.0,36.0,30.37,SW,226,3.0,7.0,46,0.0,,,0.0,,2015-01-04 22:53:00
2015-01-04 15:22:00,57.0,36.0,30.39,NNW,330,6.0,8.0,46,0.0,,,0.0,,2015-01-04 23:22:00
2015-01-04 15:52:00,56.0,36.0,30.41,NW,319,6.0,9.0,47,0.0,,,0.0,,2015-01-04 23:52:00
2015-01-04 16:22:00,56.0,37.0,30.43,West,278,3.0,5.0,49,0.0,,,0.0,,2015-01-05 00:22:00
2015-01-04 16:42:00,56.0,39.0,30.43,SSW,207,5.0,6.0,52,0.0,,,0.0,,2015-01-05 00:42:00
2015-01-04 16:52:00,55.0,37.0,30.43,SSW,197,6.0,7.0,51,0.0,,,0.0,,2015-01-05 00:52:00
2015-01-04 17:22:00,52.0,37.0,30.45,South,189,5.0,7.0,56,0.0,,,0.0,,2015-01-05 01:22:00
2015-01-04 17:53:00,50.0,37.0,30.45,South,169,4.0,5.0,60,0.0,,,0.0,,2015-01-05 01:53:00
2015-01-04 18:21:00,47.0,37.0,30.46,ESE,107,4.0,7.0,67,0.0,,,0.0,,2015-01-05 02:21:00
2015-01-04 18:52:00,48.0,38.0,30.47,East,82,5.0,6.0,67,0.0,,,0.0,,2015-01-05 02:52:00
2015-01-04 19:03:00,48.0,38.0,30.47,East,82,5.0,6.0,67,0.0,,,0.0,,2015-01-05 03:03:00
2015-01-04 19:21:00,47.0,38.0,30.47,ESE,111,2.0,4.0,70,0.0,,,0.0,,2015-01-05 03:21:00
2015-01-04 19:43:00,47.0,37.0,30.47,ESE,105,3.0,5.0,69,0.0,,,0.0,,2015-01-05 03:43:00
2015-01-04 19:53:00,47.0,37.0,30.47,ESE,105,3.0,5.0,69,0.0,,,0.0,,2015-01-05 03:53:00
2015-01-04 20:23:00,44.0,36.0,30.47,East,96,3.0,5.0,74,0.0,,,0.0,,2015-01-05 04:23:00
2015-01-04 20:53:00,42.0,36.0,30.47,ENE,66,3.0,5.0,78,0.0,,,0.0,,2015-01-05 04:53:00
2015-01-04 21:22:00,42.0,36.0,30.47,ENE,70,3.0,7.0,78,0.0,,,0.0,,2015-01-05 05:22:00
2015-01-04 21:53:00,41.0,35.0,30.47,ENE,68,3.0,5.0,80,0.0,,,0.0,,2015-01-05 05:53:00
2015-01-04 22:21:00,41.0,35.0,30.45,ENE,59,6.0,8.0,79,0.0,,,0.0,,2015-01-05 06:21:00
2015-01-04 22:52:00,40.0,34.0,30.46,NE,50,4.0,5.0,80,0.0,,,0.0,,2015-01-05 06:52:00
2015-01-04 23:22:00,40.0,35.0,30.45,NE,52,4.0,5.0,81,0.0,,,0.0,,2015-01-05 07:22:00
2015-01-04 23:53:00,40.0,34.0,30.45,ENE,62,4.0,7.0,79,0.0,,,0.0,,2015-01-05 07:53:00
2015-01-05 00:12:00,40.0,34.0,30.44,ENE,58,3.0,5.0,80,0.0,,,0.0,,2015-01-05 08:12:00
2015-01-05 00:22:00,39.0,33.0,30.44,North,0,0.0,4.0,80,0.0,,,0.0,,2015-01-05 08:22:00
2015-01-05 00:52:00,38.0,33.0,30.45,ENE,59,1.0,3.0,81,0.0,,,0.0,,2015-01-05 08:52:00
2015-01-05 01:23:00,38.0,34.0,30.47,SSE,150,2.0,4.0,84,0.0,,,0.0,,2015-01-05 09:23:00
2015-01-05 01:53:00,38.0,33.0,30.46,East,92,4.0,6.0,82,0.0,,,0.0,,2015-01-05 09:53:00
2015-01-05 02:23:00,40.0,35.0,30.47,East,92,5.0,7.0,82,0.0,,,0.0,,2015-01-05 10:23:00
2015-01-05 02:53:00,40.0,33.0,30.46,East,86,5.0,6.0,76,0.0,,,0.0,,2015-01-05 10:53:00
2015-01-05 03:22:00,39.0,33.0,30.45,East,79,5.0,6.0,80,0.0,,,0.0,,2015-01-05 11:22:00
2015-01-05 03:52:00,37.0,31.0,30.45,East,79,1.0,3.0,80,0.0,,,0.0,,2015-01-05 11:52:00
