Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2016-01-26 00:02:00,52.6,46.3,30.30,SE,134,0.0,1.0,79,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:02:00,

2016-01-26 00:12:00,52.2,46.3,30.29,SE,134,0.0,1.0,80,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:12:00,

2016-01-26 00:17:00,51.9,46.0,30.29,SE,134,0.0,1.0,80,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:17:00,

2016-01-26 00:27:00,51.2,45.9,30.29,ESE,113,0.0,1.0,82,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:27:00,

2016-01-26 00:32:00,51.0,46.0,30.29,ESE,113,0.0,1.0,83,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:32:00,

2016-01-26 00:37:00,50.6,45.6,30.29,ESE,113,0.0,1.0,83,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:37:00,

2016-01-26 00:42:00,50.1,45.1,30.29,ESE,113,0.0,1.0,83,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:42:00,

2016-01-26 00:47:00,49.7,44.8,30.29,ESE,113,0.0,0.0,83,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:47:00,

2016-01-26 00:52:00,49.2,44.6,30.29,ESE,113,0.0,0.0,84,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:52:00,

2016-01-26 00:57:00,48.8,44.2,30.29,ESE,113,0.0,0.0,84,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 08:57:00,

2016-01-26 01:02:00,48.4,44.1,30.29,ESE,113,0.0,0.0,85,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:02:00,

2016-01-26 01:07:00,48.1,44.1,30.29,ESE,113,0.0,0.0,86,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:07:00,

2016-01-26 01:12:00,47.6,43.6,30.29,ESE,113,0.0,0.0,86,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:12:00,

2016-01-26 01:17:00,47.2,43.5,30.29,ESE,113,0.0,0.0,87,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:17:00,

2016-01-26 01:22:00,47.2,43.8,30.29,ESE,113,0.0,0.0,88,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:22:00,

2016-01-26 01:27:00,47.1,44.0,30.29,ESE,113,0.0,0.0,89,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:27:00,

2016-01-26 01:32:00,46.8,43.7,30.29,ESE,113,0.0,0.0,89,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:32:00,

2016-01-26 01:37:00,46.5,43.4,30.29,ESE,113,0.0,0.0,89,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:37:00,

2016-01-26 01:42:00,46.4,43.6,30.29,ESE,113,0.0,0.0,90,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:42:00,

2016-01-26 01:47:00,46.2,43.4,30.29,ESE,113,0.0,0.0,90,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:47:00,

2016-01-26 01:57:00,45.5,42.7,30.29,ESE,113,0.0,0.0,90,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 09:57:00,

2016-01-26 02:02:00,45.3,42.8,30.29,ESE,113,0.0,0.0,91,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 10:02:00,

2016-01-26 02:07:00,45.3,42.8,30.29,ESE,113,0.0,0.0,91,0.00,,,0.00,WUHU216DAVISVP2,2016-01-26 10:07:00,

