Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2016-01-09 00:00:00,40.9,39.6,30.15,ESE,117,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:00:00,

2016-01-09 00:05:00,41.0,39.7,30.15,ESE,117,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:05:00,

2016-01-09 00:10:00,41.0,39.6,30.15,ESE,117,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:10:00,

2016-01-09 00:15:00,41.1,39.7,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:15:00,

2016-01-09 00:20:00,41.3,39.9,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:20:00,

2016-01-09 00:25:00,41.3,39.9,30.15,ESE,114,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:25:00,

2016-01-09 00:30:00,41.5,40.1,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:30:00,

2016-01-09 00:35:00,41.6,40.2,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:35:00,

2016-01-09 00:40:00,41.6,40.2,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:40:00,

2016-01-09 00:45:00,41.5,40.1,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:45:00,

2016-01-09 00:50:00,41.5,40.1,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:50:00,

2016-01-09 00:55:00,41.4,40.0,30.15,ESE,114,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 08:55:00,

2016-01-09 01:00:00,41.4,40.1,30.15,ESE,114,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 09:00:00,

2016-01-09 01:05:00,41.3,40.0,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 09:05:00,

2016-01-09 01:10:00,41.2,39.8,30.15,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 09:10:00,

2016-01-09 01:15:00,41.2,39.8,30.16,ESE,115,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-09 09:15:00,

