Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2016-01-18 00:04:00,47.6,45.9,30.14,WSW,246,0.0,0.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:04:00,

2016-01-18 00:09:00,47.6,45.9,30.14,WSW,246,0.0,0.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:09:00,

2016-01-18 00:14:00,47.6,46.0,30.14,WSW,246,0.0,0.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:14:00,

2016-01-18 00:19:00,47.5,45.9,30.14,WSW,246,0.0,0.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:19:00,

2016-01-18 00:24:00,47.6,45.9,30.14,WSW,246,0.0,0.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:24:00,

2016-01-18 00:29:00,47.7,46.3,30.14,WSW,246,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:29:00,

2016-01-18 00:34:00,47.6,45.9,30.14,WSW,246,0.0,0.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:34:00,

2016-01-18 00:39:00,47.6,46.2,30.14,WSW,246,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:39:00,

2016-01-18 00:44:00,47.7,46.0,30.13,WSW,246,1.0,1.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:44:00,

2016-01-18 00:49:00,47.8,46.4,30.13,WSW,243,0.0,1.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:49:00,

2016-01-18 00:59:00,48.1,46.7,30.13,WSW,245,0.0,1.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 08:59:00,

2016-01-18 01:04:00,48.4,47.0,30.13,SE,135,0.0,1.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:04:00,

2016-01-18 01:09:00,48.6,47.2,30.12,East,96,0.0,0.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:09:00,

2016-01-18 01:14:00,48.7,47.3,30.13,East,82,1.0,1.0,95,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:14:00,

2016-01-18 01:19:00,48.9,47.2,30.13,East,87,1.0,1.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:19:00,

2016-01-18 01:24:00,48.9,47.2,30.13,ESE,115,0.0,1.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:24:00,

2016-01-18 01:29:00,49.0,47.3,30.13,ESE,121,0.0,1.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:29:00,

2016-01-18 01:34:00,49.0,47.3,30.13,ESE,117,0.0,1.0,94,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:34:00,

2016-01-18 01:39:00,49.0,47.0,30.14,ESE,117,0.0,1.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:39:00,

2016-01-18 01:44:00,48.8,46.8,30.14,ESE,117,0.0,0.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:44:00,

2016-01-18 01:49:00,48.6,46.6,30.14,ESE,117,0.0,0.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:49:00,

2016-01-18 01:54:00,48.4,46.4,30.14,ESE,117,0.0,0.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 09:54:00,

2016-01-18 02:04:00,48.2,46.2,30.14,ESE,110,0.0,0.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:04:00,

2016-01-18 02:09:00,48.2,46.2,30.14,SE,124,0.0,0.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:09:00,

2016-01-18 02:19:00,48.6,46.7,30.14,ESE,111,0.0,0.0,93,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:19:00,

2016-01-18 02:24:00,48.7,46.5,30.14,ESE,111,0.0,0.0,92,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:24:00,

2016-01-18 02:29:00,48.8,46.6,30.13,ESE,111,0.0,0.0,92,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:29:00,

2016-01-18 02:39:00,49.0,46.7,30.12,ESE,105,2.0,3.0,92,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:39:00,

2016-01-18 02:44:00,49.3,47.0,30.11,East,84,1.3,3.0,92,0.00,,,0.00,WUHU216DAVISVP2,2016-01-18 10:44:00,

