Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-11-29 00:04:00,37.4,36.9,30.22,East,81,0.0,0.0,98,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:04:00,

2015-11-29 00:09:00,37.4,36.9,30.23,East,84,0.0,0.0,98,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:09:00,

2015-11-29 00:14:00,37.6,37.0,30.23,ENE,73,0.0,0.0,98,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:14:00,

2015-11-29 00:19:00,37.6,37.0,30.22,ENE,69,0.0,0.0,98,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:19:00,

2015-11-29 00:24:00,37.8,37.2,30.23,East,96,0.0,0.0,98,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:24:00,

2015-11-29 00:29:00,37.8,36.1,30.23,East,98,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:29:00,

2015-11-29 00:34:00,37.6,36.0,30.23,ESE,107,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:34:00,

2015-11-29 00:40:00,37.4,37.2,30.23,ESE,106,0.0,0.0,99,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:40:00,

2015-11-29 00:45:00,37.2,36.0,30.22,ESE,122,0.0,0.0,95,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:45:00,

2015-11-29 00:50:00,37.2,37.0,30.22,ESE,106,0.0,0.0,99,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:50:00,

2015-11-29 00:55:00,37.0,35.8,30.22,East,94,0.0,0.0,95,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 08:55:00,

2015-11-29 01:00:00,36.9,35.6,30.23,ENE,72,0.0,0.0,95,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:00:00,

2015-11-29 01:05:00,36.9,35.2,30.23,East,88,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:05:00,

2015-11-29 01:10:00,36.9,35.6,30.23,NNE,20,0.0,0.0,95,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:10:00,

2015-11-29 01:15:00,36.7,35.1,30.23,ENE,74,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:15:00,

2015-11-29 01:20:00,36.7,35.1,30.23,ENE,63,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:20:00,

2015-11-29 01:25:00,36.5,34.9,30.24,East,79,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:25:00,

2015-11-29 01:30:00,36.5,34.9,30.24,East,82,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:30:00,

2015-11-29 01:35:00,36.5,34.9,30.24,ENE,71,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:35:00,

2015-11-29 01:40:00,36.5,34.9,30.24,East,90,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:40:00,

2015-11-29 01:45:00,36.5,34.9,30.24,East,80,0.0,0.0,94,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:45:00,

2015-11-29 01:50:00,36.5,34.7,30.24,East,80,0.0,0.0,93,0.00,,,0.00,0.00,Weather logger V3.0.,2015-11-29 09:50:00,

