Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-05-11 00:00:00,68.1,23.0,29.82,South,184,3.0,6.0,18,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:00:00,

2015-05-11 00:05:00,67.8,24.0,29.81,SSE,157,5.0,6.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:05:00,

2015-05-11 00:15:00,67.4,23.7,29.81,SSE,166,3.0,6.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:15:00,

2015-05-11 00:20:00,67.3,23.6,29.81,SSE,166,3.0,3.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:20:00,

2015-05-11 00:25:00,67.1,23.4,29.81,SSE,165,4.0,4.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:25:00,

2015-05-11 00:30:00,67.1,24.6,29.81,SSE,153,4.0,4.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:30:00,

2015-05-11 00:40:00,66.9,24.5,29.81,South,174,3.0,3.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:40:00,

2015-05-11 00:45:00,66.8,24.4,29.81,South,191,2.0,3.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:45:00,

2015-05-11 00:50:00,66.6,24.2,29.81,South,191,0.0,0.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:50:00,

2015-05-11 00:55:00,66.4,25.2,29.81,South,191,0.0,0.0,21,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 07:55:00,

2015-05-11 01:05:00,65.6,24.6,29.81,SW,231,1.0,3.0,21,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 08:05:00,

2015-05-11 01:15:00,64.8,23.9,29.81,SSE,155,2.0,3.0,21,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 08:15:00,

2015-05-11 01:20:00,64.5,23.7,29.81,SSE,160,4.0,4.0,21,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 08:20:00,

2015-05-11 01:30:00,64.7,23.8,29.81,South,172,5.0,5.0,21,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 08:30:00,

2015-05-11 01:40:00,65.5,23.3,29.80,South,181,6.0,6.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 08:40:00,

2015-05-11 01:50:00,65.8,22.3,29.79,South,170,4.0,4.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 08:50:00,

2015-05-11 02:00:00,65.8,22.3,29.79,South,182,3.0,3.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:00:00,

2015-05-11 02:05:00,65.8,22.3,29.79,South,190,3.0,4.0,19,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:05:00,

2015-05-11 02:10:00,65.6,20.9,29.79,South,172,3.0,3.0,18,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:10:00,

2015-05-11 02:15:00,65.5,20.8,29.79,SSW,207,2.0,3.0,18,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:15:00,

2015-05-11 02:25:00,65.2,23.1,29.78,WNW,299,3.0,4.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:25:00,

2015-05-11 02:30:00,64.8,22.7,29.78,North,1,3.0,3.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:30:00,

2015-05-11 02:40:00,63.9,22.0,29.79,SSW,207,3.0,4.0,20,0.00,,,0.00,0,Wunderground v.1.15,2015-05-11 09:40:00,

