Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-07-10 00:03:00,69.3,54.9,29.91,ENE,70,0.4,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:03:00,

2015-07-10 00:08:00,69.1,54.7,29.90,North,8,0.0,0.0,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:08:00,

2015-07-10 00:13:00,68.9,54.9,29.90,NNE,18,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:13:00,

2015-07-10 00:18:00,68.9,54.5,29.91,NE,56,0.2,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:18:00,

2015-07-10 00:23:00,68.7,54.9,29.91,East,79,0.9,2.5,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:23:00,

2015-07-10 00:33:00,68.5,54.1,29.91,NNE,18,2.5,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:33:00,

2015-07-10 00:38:00,68.5,54.7,29.91,NE,49,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:38:00,

2015-07-10 00:43:00,68.5,54.1,29.91,NNW,335,2.0,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:43:00,

2015-07-10 00:49:00,68.4,54.5,29.92,ENE,59,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:49:00,

2015-07-10 00:54:00,68.4,54.5,29.91,ENE,75,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:54:00,

2015-07-10 00:59:00,68.2,54.3,29.92,ESE,113,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 07:59:00,

2015-07-10 01:04:00,68.2,54.3,29.92,ENE,68,0.0,0.0,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:04:00,

2015-07-10 01:09:00,68.0,54.1,29.92,ENE,64,2.9,4.9,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:09:00,

2015-07-10 01:19:00,67.8,53.4,29.91,NNW,329,2.5,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:19:00,

2015-07-10 01:24:00,68.0,53.6,29.91,North,351,2.7,4.9,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:24:00,

2015-07-10 01:29:00,68.0,53.6,29.91,NNW,335,2.7,4.9,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:29:00,

2015-07-10 01:39:00,68.0,53.6,29.91,North,356,0.9,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:39:00,

2015-07-10 01:44:00,68.0,53.6,29.91,WNW,288,2.0,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:44:00,

2015-07-10 01:49:00,68.0,53.6,29.92,NNE,17,0.4,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:49:00,

2015-07-10 01:54:00,68.0,53.6,29.91,NNW,332,2.5,2.5,60,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:54:00,

2015-07-10 01:59:00,68.0,54.1,29.91,NNW,347,2.0,2.5,61,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 08:59:00,

2015-07-10 02:10:00,67.8,54.3,29.92,East,80,0.0,0.0,62,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:10:00,

2015-07-10 02:15:00,67.6,54.1,29.92,NNE,15,0.0,0.0,62,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:15:00,

2015-07-10 02:20:00,67.5,54.0,29.92,ENE,70,0.0,0.0,62,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:20:00,

2015-07-10 02:25:00,67.3,54.3,29.92,ESE,112,0.0,0.0,63,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:25:00,

2015-07-10 02:30:00,67.1,54.1,29.92,East,83,0.0,0.0,63,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:30:00,

2015-07-10 02:35:00,66.9,54.3,29.92,ESE,108,0.0,0.0,64,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:35:00,

2015-07-10 02:40:00,66.7,53.8,29.92,ESE,112,0.0,0.0,63,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:40:00,

2015-07-10 02:45:00,66.6,53.6,29.92,East,100,0.0,0.0,63,0.00,,,0.00,0.00,Weather logger V3.0.,2015-07-10 09:45:00,

