Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-06-05 00:00:00,66.4,29.5,29.66,SW,232,8.0,11.0,25,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:00:00,

2015-06-05 00:05:00,66.3,29.4,29.66,WSW,238,9.0,11.0,25,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:05:00,

2015-06-05 00:15:00,66.0,30.1,29.66,SW,218,8.0,9.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:15:00,

2015-06-05 00:20:00,65.8,29.9,29.66,SW,235,8.0,10.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:20:00,

2015-06-05 00:25:00,65.6,29.8,29.66,SW,216,8.0,10.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:25:00,

2015-06-05 00:30:00,65.5,29.7,29.66,WSW,245,7.0,10.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:30:00,

2015-06-05 00:45:00,65.2,29.4,29.66,WSW,237,7.0,7.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:45:00,

2015-06-05 00:50:00,65.2,29.4,29.66,WSW,252,6.0,10.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:50:00,

2015-06-05 00:55:00,65.0,29.2,29.66,SSW,206,7.0,10.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 07:55:00,

2015-06-05 01:00:00,65.0,29.2,29.66,SW,217,8.0,9.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 08:00:00,

2015-06-05 01:05:00,64.8,29.1,29.66,WSW,245,6.0,9.0,26,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 08:05:00,

2015-06-05 01:15:00,64.7,29.9,29.66,WSW,249,4.0,5.0,27,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 08:15:00,

2015-06-05 01:20:00,64.7,29.9,29.66,SW,222,3.0,4.0,27,0.00,,,0.00,0,Wunderground v.1.15,2015-06-05 08:20:00,

